,feature1,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,label,feature2
11,0.51767695,0.57207483,0.32625788,0.46893197,-0.6748846,-0.6291552,-0.77684426,0.13174316,0.22134227,-0.1724353,0.64040756,0.8942127,-0.08268833,0.6699212,-0.0988559,0.10859145,-0.19803177,0.06650068,-0.19197194,0.21096192,0.4532364,0.68299174,0.39155203,0.20541225,-0.28476205,0.011736358,-0.13466547,-0.3160426,0.55974513,-0.10802925,0.54299945,0.08318442,-0.18154652,g,0
12,0.4602721,0.40499142,-0.37180045,0.57576025,-0.36638868,0.050363235,-0.22073552,-0.055876363,0.11318384,0.6512355,0.77417576,0.9169765,0.008680318,0.5735535,0.0604057,-0.20638804,-0.17805065,0.26199353,-0.581027,0.19799532,0.2937997,0.54778403,0.28628466,0.37118667,0.1687071,0.04040825,0.11372592,-0.21525003,0.64740956,-0.4709268,0.77380353,-0.18819207,-0.31631902,g,0
13,0.66065186,0.43739253,0.20295812,0.30982146,-0.39324212,-0.6655931,-0.489083,0.058793083,0.23341362,0.045357406,0.57338023,0.6167442,-0.27669483,0.973817,-0.32524455,-0.055274326,-0.041454654,0.016654477,-0.044716198,0.24641085,0.16620588,0.8949186,0.13482928,0.18803692,-0.3707482,0.049024925,0.0047098324,0.00764782,0.7703608,-0.12953646,0.6749112,0.30521613,0.11605546,b,0
14,0.7653418,0.51730657,-0.16412668,0.35782117,-0.3524504,-0.47000185,-0.3973023,-0.029211393,0.20161428,0.3963805,0.74650306,0.8133314,-0.61411,1.0328478,-0.63445234,0.07826567,-0.08524668,-0.010470945,-0.29378647,0.3543349,0.13232003,1.0239933,0.056517076,0.015259862,0.009014048,-0.0050761905,0.06756288,0.16964023,0.8926336,-0.25461507,1.0315088,0.2070681,0.09044442,b,0
15,0.6055517,0.46372774,-0.1549758,0.42603627,-0.5162755,-0.7578286,-0.75879395,-0.050462358,0.2184674,0.27502024,0.8434257,0.9987793,-0.45904043,1.2820683,-0.50080377,0.055443186,-0.026123028,0.025348261,-0.25945175,0.5199969,0.440126,0.9730262,0.4076756,0.05960375,-0.03659167,-0.4440401,0.10981653,-0.041621476,1.0680528,-0.48137835,1.0224001,0.122781806,-0.10132096,b,0
16,0.6334651,0.44616905,-0.13344342,0.29918072,-0.38301262,-0.7943941,-0.4763303,-0.089748636,0.1737533,0.49389553,1.0262673,1.0530471,-0.31111813,1.0907497,0.09358877,0.057652626,0.09362763,0.24613175,-0.36648124,0.7670884,0.68609047,0.79921746,0.4746479,0.27620405,0.08118838,-0.40867922,0.042013407,-0.4832857,0.8707108,-0.47815448,0.74612373,-0.102568634,0.03856793,g,0
17,0.44315135,0.48817465,0.19407994,0.22616205,-0.46859697,-0.6464361,-0.77757007,-0.16163144,0.1262157,-0.02901033,0.65057415,1.002272,-0.41327092,1.027802,-0.43569386,0.21856526,0.05656331,0.039081484,-0.059334345,0.4960426,0.3397392,0.9961458,0.299412,-0.073363975,-0.30907643,-0.3031369,0.1013735,-0.040949706,0.6919109,-0.2580718,0.8289695,0.12713756,-0.03404642,g,0
18,0.5100555,0.33141342,0.10674253,0.23524934,-0.37366945,-0.24103118,-0.38776094,0.11620972,-0.015798558,0.29739806,0.5906512,0.8071579,0.069794446,0.7715678,0.13769504,0.049528662,-0.42313957,0.16433729,-0.10971536,0.11075814,0.42596275,0.31128576,0.046377756,0.24782169,-0.28551224,0.091088,0.25232333,-0.41482598,0.349077,-0.21075954,0.4111336,-0.26958647,-0.18067443,g,0
19,0.7108886,0.5276632,0.22858793,0.30179086,-0.39585114,-0.55433464,-0.6536368,0.22437772,0.16589813,-0.1733332,0.5376062,1.0018293,-0.3410622,0.87586707,-0.35908976,0.34610412,0.10736959,0.17929216,-0.17992431,0.40778303,0.12161875,0.9893526,0.2310122,-0.090192705,-0.20617154,-0.037577637,0.10392912,0.13828062,0.33440107,-0.035525165,0.52545506,0.069176696,0.078111224,g,0
20,0.4515776,0.32798973,-0.3401546,0.6406946,-0.63301176,-0.41040897,-0.3943975,0.22532493,0.096759394,0.47092742,0.8438494,1.0947114,-0.18781364,0.8881476,-0.4180029,-0.10018252,-0.1804608,0.16259225,-0.75976515,0.35744435,0.23135139,0.8091275,0.57526284,0.13013202,-0.019607585,-0.30291846,0.10224561,0.17911063,0.81340265,-0.35798684,0.9014288,0.055139534,-0.24899802,g,0
21,0.81150395,0.33331922,0.038044807,0.23991978,-0.17589445,-0.49706233,-0.2914303,0.27964243,0.24385206,0.15742184,0.69814074,0.42470217,-0.20837224,0.9079117,-0.4674757,-0.13598737,-0.06049006,0.19837366,-0.22810754,0.39313307,0.25086606,0.72327995,0.13992529,0.08674514,-0.044501808,0.0405986,0.045897096,0.3065374,0.6639383,-0.1301592,0.42125732,0.07771565,0.17351544,g,0
22,0.5673516,0.28108558,-0.39863124,0.24480861,-0.23345199,-0.1294321,-0.14335996,0.1488334,-0.08286108,0.6953899,0.6358359,1.1196059,-0.21270838,0.6432985,-0.18253803,0.1081655,0.11579287,0.20424597,-0.60861945,0.34943753,-0.07674046,0.7833931,0.05937664,0.23201029,0.2263782,-0.13562837,0.177774,0.075937025,0.4541302,-0.48989275,0.8040244,-0.12126831,-0.12760186,g,0
23,0.70958364,0.32195514,-0.26445445,0.32335803,-0.31738567,-0.49660546,-0.38797167,0.068766035,0.20235838,0.13411777,0.5772025,0.667483,-0.61033684,0.90974754,-0.24804272,0.2859658,0.12300648,-0.005412724,0.046516355,0.56348634,-0.08440287,1.153031,-0.046690177,-0.016704947,-0.097303934,0.07768918,0.08669556,-0.080693275,0.78628004,-0.24204877,0.94315386,0.1768303,-0.15431213,b,0
24,0.85362786,0.13960527,-0.3974899,0.25430483,-0.012080688,-0.25219336,-0.0379043,0.49490798,0.20263784,0.21395248,0.42110968,0.5707106,-0.45451024,0.96086776,-0.4112423,0.10450387,0.09059815,0.16767527,-0.028561559,0.35946494,-0.05218296,0.95809233,0.04477393,-0.01015362,0.05882018,0.05008085,0.17676789,0.3987667,0.5564017,-0.17920013,0.63409686,0.11842661,0.13380165,b,0
25,0.54750913,0.5363426,-0.5832836,0.6599441,-0.25848407,-0.12735811,-0.01702126,0.12546702,-0.0437318,0.53844076,0.3120613,1.1928712,-0.5545006,1.0695381,-0.117820114,0.32975525,0.08129218,0.13927265,-0.45763406,0.4090322,0.025570307,0.79522204,0.45248884,0.06915769,-0.035681747,-0.29221627,0.15144937,-0.109898396,0.73265356,-0.10798119,0.9906808,0.15716684,-0.2383965,g,0
26,0.6171958,0.2934127,-0.23394233,0.1748422,-0.19840527,-0.12402457,-0.28011093,0.055723876,0.26807117,0.20485419,0.41426736,0.44737914,-0.24026823,0.6831019,-0.2770109,0.0796449,0.07941099,-0.22057198,0.08141109,0.2708897,-0.13265233,0.689059,-0.1013155,0.08043301,0.12505952,0.057404906,0.071772434,0.08009975,0.6188053,-0.23766932,0.48365775,0.08534015,0.09981549,g,0
27,0.5046294,0.28476286,-0.40354958,0.5987819,-0.20501578,0.060967553,-0.15185449,-0.015616734,-0.028824886,0.46819583,0.36810774,0.8984138,-0.29922432,0.4590896,-0.30013105,0.10793108,-0.099966705,0.005282279,-0.5642423,0.21724316,-0.017878504,0.67500424,0.16512154,0.004772569,0.11097967,-0.15434717,0.053035423,0.09011846,0.4228526,-0.10746197,0.44255456,0.19334231,-0.001258431,g,0
28,0.6006606,0.84041464,-0.12508553,1.0059048,-0.6124956,-0.20593281,-0.6346738,-0.27549857,0.06156601,0.09844239,1.0819324,1.4582622,-0.32469425,0.95567936,-0.5156196,0.09226054,-0.11303222,0.033466537,-0.5866481,0.014700329,0.34456217,1.0966362,0.577407,0.12353074,-0.2826695,-0.22904333,0.16354284,-0.033266857,0.6044133,-0.4336503,1.0586823,-0.013121867,-0.4062764,g,0
29,1.0255129,0.58766,-0.013178322,0.30864805,-0.3699204,-0.7213789,-0.50147164,0.25377387,0.30900523,-0.12886877,0.6689542,0.8338547,-0.6986717,1.3570124,-0.45225096,0.33184618,0.015470527,-0.39954174,0.4008762,0.1705581,-0.110494465,1.3166953,-0.01504207,0.11113583,-0.1449771,0.3882983,-0.007381491,0.10103638,0.81362855,-0.31156683,1.1406462,0.27605608,0.1143761,b,0
30,0.4951269,0.18521163,-0.36022136,0.533167,-0.5136947,-0.3347816,-0.41513193,0.08666509,0.0062971693,0.40918505,0.80529886,0.90196097,-0.23580807,0.8471285,-0.3641635,-0.091782615,-0.19875008,0.24073105,-0.49095798,0.34588572,0.3794176,0.62263924,0.30808625,-0.01841557,-0.11630293,-0.22028144,0.21019359,0.014300081,0.83828497,-0.2212335,0.5631568,-0.005700956,-0.21856797,g,0
31,0.72562104,0.34710628,-0.40437344,0.5129182,-0.47673747,-0.086776495,-0.4525546,-0.02515625,0.14087246,0.6177812,0.866633,0.9110392,-0.43615124,0.85335684,-0.6621239,0.006817583,-0.32415053,0.26622528,-0.60000986,0.3605465,0.31753957,0.98772,0.168332,-0.16202782,0.14808738,-0.03372857,0.102227055,0.2868038,0.82244575,-0.2981471,0.84855896,0.027342591,-0.08601521,b,0
32,0.698136,0.42807448,-0.44163287,0.67178315,-0.62819594,-0.8304444,-0.6955194,0.087358676,0.19620341,0.5119864,1.0738279,1.1421492,-0.46477547,1.4085113,-0.6193691,-0.021874132,-0.09259951,0.20561533,-0.5851718,0.5673466,0.56194943,1.025429,0.56868696,-0.04125153,0.07794449,-0.6312869,0.20932852,0.057070386,1.2807322,-0.58305126,1.1117296,0.060439438,-0.24325997,b,0
33,0.5039179,0.29443112,-0.33604497,0.32067108,-0.26103032,-0.2903295,-0.30018115,-0.017827546,0.027197184,0.24612327,0.39086944,0.58893454,-0.18257636,0.7754329,-0.31973493,0.1121497,-0.007518418,0.10311145,-0.30614272,0.3604247,0.25130898,0.52079123,0.2090082,-0.074104905,-0.053827547,-0.21251985,0.11267807,-0.049321022,0.59514064,-0.24199875,0.6963539,0.109948434,-0.17108056,g,0
34,0.7815868,0.46493906,-0.1977149,0.37727675,-0.53755605,-0.85039353,-0.86969566,-0.03995864,0.21128102,0.15639679,0.940737,0.98063004,-0.48462802,1.2595795,-0.5521588,0.17512771,0.10280475,0.28561455,-0.431049,0.66951036,0.42258775,1.1003294,0.44530177,-0.16119364,-0.086621195,-0.6224267,0.29024526,-0.047229487,1.0735229,-0.46371815,0.9610613,0.008931663,-0.2518782,b,0
35,0.9668006,0.41843095,0.049592897,0.37512806,-0.3994164,-0.6299222,-0.5808779,0.4145208,0.14010051,0.039674286,0.91232735,0.89384186,-0.2449204,1.0870384,-0.42160982,0.17814147,0.034962773,0.41504407,-0.2645369,0.6577854,0.67528814,0.8050988,0.5283423,-0.0335801,-0.18344486,-0.27077267,0.03343285,0.23128393,0.6952078,-0.14887078,0.52911866,-0.027059551,-0.0199787,g,0
36,0.6147987,0.35239702,-0.15262948,0.29410827,-0.19658372,-0.42874634,-0.40338978,0.09502339,0.27774063,0.27904534,0.7291451,0.7772925,-0.33109793,0.8833546,-0.6050364,0.10682322,0.038643226,0.25980082,-0.29131722,0.43413103,0.34365064,0.90632105,0.076121174,-0.12804759,0.021871772,-0.15100408,0.16440721,0.26542985,0.7007181,-0.33596104,0.6979218,0.06398175,0.14817661,b,0
37,0.55285764,0.12997979,-0.1961343,0.118190885,-0.29497048,-0.20886433,-0.3090086,0.23583007,0.15766098,0.27297363,0.45620996,0.48277068,-0.02552929,0.46601108,-0.13045816,-0.0045511164,-0.013901152,0.19975458,-0.4226842,0.4501121,0.13069211,0.38650858,0.2699504,0.14534347,0.058968313,-0.11957798,0.014409134,0.0013190152,0.4466952,-0.2574948,0.43592376,-0.046653524,-0.12082572,g,0
38,0.32806456,0.40585753,-0.15237623,0.34589404,-0.21829422,-0.33059174,-0.3269859,-0.14877787,0.13822296,0.39645338,0.46886498,0.96369356,-0.38242862,0.6076988,-0.42306098,0.09429519,0.008585859,0.03112886,-0.3560427,0.17569432,0.22355379,0.8113119,-0.11952309,-0.04744485,-0.08106018,-0.1496669,0.19947691,0.104546934,0.5613287,-0.36743984,0.684344,0.092814595,0.10173645,g,0
39,0.7929415,0.36915872,-0.22743078,0.4608458,-0.39374015,-0.5706808,-0.48943853,0.39697927,0.13313322,0.2609161,0.76017565,1.0764693,-0.13666403,0.99350274,-0.2821237,0.10014938,-0.08394033,0.36577758,-0.8741296,0.69960856,0.25505614,0.8189947,0.6063781,0.18231769,-0.074098445,-0.39883175,0.10180907,0.074184895,0.5189849,-0.22970854,0.81490666,-0.076768845,-0.09199223,g,0
40,0.3416124,0.23189819,-0.15333626,0.62514424,-0.48911896,-0.31529516,-0.2806317,0.09868125,-0.017589005,0.10032253,0.6408083,0.8458881,-0.21682379,0.5980352,-0.3081838,-0.09718835,-0.10888788,0.046892494,-0.37768033,-0.03209938,0.06024017,0.7444171,0.34004346,-0.04811976,-0.1682874,-0.009483991,-0.00026905723,0.22623694,0.36262023,-0.18225893,0.6316076,0.111408636,-0.14982906,g,0
41,0.83869,0.48715243,-0.05827826,0.45770827,-0.49871582,-0.5404095,-0.6366777,0.1458697,0.18663281,0.18534857,0.81708086,1.1330899,-0.43051112,1.1535208,-0.5295392,0.21826655,0.070492044,0.13452157,-0.38718763,0.55376387,0.35270697,0.91921604,0.410858,-0.0627656,-0.049538136,-0.31409952,0.16914678,0.20521197,0.79815805,-0.35352078,0.77715796,0.096147545,-0.044623658,g,0
42,0.6402078,0.36578935,-0.042878304,0.02150524,-0.3289763,-0.44487068,-0.65260106,-0.10046705,0.18086721,0.009975152,0.507332,0.5946624,-0.13184206,0.89579713,-0.24936058,0.024244789,0.17052786,0.0130693,-0.09019777,0.53245485,0.433546,0.56489277,0.22848561,0.03689199,-0.0828264,-0.24510774,0.02579598,-0.10721494,0.6291066,-0.38030288,0.55846685,0.12323213,0.0068258885,g,0
43,0.94528186,0.30887806,-0.019492544,0.40871888,-0.34826717,-0.7821235,-0.47084445,0.18450268,0.1148932,0.19592975,0.9578195,0.69211286,-0.24871027,1.1461476,-0.593215,-0.042624142,-0.0046665967,0.45108452,-0.73400176,0.6723298,0.37464792,0.8925387,0.34539604,-0.16410352,-0.3124087,-0.23451567,0.1624201,0.37836787,0.76572067,-0.14055066,0.6131294,0.0032011485,0.010916101,b,0
44,0.5261809,0.3625431,-0.15621439,0.31521127,-0.4292082,-0.33821276,-0.476553,-0.3007639,0.06843253,0.2490663,0.44555736,0.8055188,-0.62706023,0.8097873,-0.6147498,0.06931889,0.11328778,-0.101230845,-0.36588553,0.31064022,-0.10986392,0.9293878,-0.0010182709,-0.2206088,-0.14327067,-0.1591584,0.21524869,0.16450056,0.773793,-0.33417448,0.8619266,0.23176172,-0.12453949,b,0
45,0.3390452,0.47656503,-0.057688467,0.4346928,-0.32139087,-0.18170209,-0.3928841,-0.118022345,0.026975995,0.14854133,0.495651,0.82883465,-0.22269502,0.5041179,-0.38843217,0.1409082,-0.07634108,0.016533678,-0.242682,0.11443809,0.13620475,0.76788324,0.13188009,-0.1603957,-0.15395096,-0.15162104,0.08149937,0.09649474,0.35261545,-0.14791657,0.5657738,0.07825759,-0.0034009926,g,0
46,0.3552273,0.047877476,-0.44581735,0.3040216,-0.00052512623,0.06385045,0.044818804,0.06940714,-0.09059511,0.43693465,0.08524749,0.69477004,-0.3143884,0.44650126,-0.18193899,0.06411344,0.08852397,0.2926457,-0.4464884,0.3451584,-0.3002314,0.5821193,0.12000996,0.036188655,0.20157754,-0.22412142,0.219588,0.08880937,0.22796632,-0.1316238,0.29437825,0.22223909,0.0033388827,g,0
47,1.0264953,0.7113863,-0.059086487,0.2650501,-0.20804533,-0.5197742,-0.5902012,-0.08977126,0.28636497,0.6091181,1.099166,1.315215,-0.49449986,1.322759,-0.65536106,0.29789144,0.2847209,0.4347509,-0.3731554,0.7977582,0.5894552,1.3779634,-0.011271495,-0.061576515,0.023632683,-0.2383135,0.15875055,0.19573428,0.83479005,-0.5184543,1.003802,0.042046953,0.46518412,b,0
48,1.4351697,1.4578679,0.6615248,0.7961679,-1.1981822,-1.5111473,-1.9590935,0.09572172,0.44399196,-0.55718094,1.568205,2.4977214,-0.9354371,1.9525136,-1.1918826,0.82737005,-0.28805947,0.01648323,-0.31846115,0.66456187,0.98432094,2.1119225,0.30737635,-0.111830816,-0.5866212,-0.12393098,0.14841194,0.124312095,1.3734316,-0.41070974,1.5970716,0.08463015,-0.089570515,b,0
49,0.71923715,0.71796733,-0.14397895,0.45530716,-0.2310245,-0.4522252,-0.42564023,0.0857891,0.29613143,-0.03564487,0.62733376,1.1923075,-0.4347609,0.77694976,-0.5298115,0.24498057,-0.02529234,-0.31694695,-0.04696884,0.16776918,-0.23272322,1.1065162,-0.10377891,0.13289008,-0.007887793,0.27829394,0.16053748,0.30690393,0.6094143,0.04510332,0.7872779,0.16912292,0.05913525,b,0
50,0.6265371,0.62239283,-0.15596941,0.48988602,-0.3608702,-0.49153805,-0.5200156,0.057263613,0.3546902,0.32665518,0.7554003,1.0247307,-0.37739894,0.9606357,-0.52544594,0.105291426,-0.13809375,-0.020480733,-0.3007613,0.26132172,0.32062232,0.95954233,0.066036984,0.13400334,0.07151504,-0.02061333,0.11502495,0.029980138,0.85323656,-0.38895163,0.95660424,0.0884356,0.007161347,b,0
51,0.72994304,0.4599854,-0.19606367,0.682869,-0.06365101,-0.3278491,-0.25110564,0.17165372,-0.14567924,0.22842038,0.71079886,0.9997376,-0.23295844,0.88828564,-0.08728278,0.37104025,-0.093192086,0.33902207,-0.6899404,0.51502204,0.13585694,0.8008389,0.5448974,0.12916782,-0.022281045,-0.26259914,0.33987558,-0.25118712,0.23067354,-0.11349698,0.52447194,-0.026101515,-0.15804982,g,0
52,0.38696083,0.48137647,-0.18501918,0.68754005,-0.4663247,-0.21731655,-0.21448155,0.14154938,-0.086900264,0.29060265,0.29059005,0.9074632,-0.14830425,0.47343442,-0.10070349,0.11587648,-0.17349839,0.018780258,-0.3417498,-0.043506958,-0.27104872,0.6003478,0.14275585,-0.03049454,0.0125864,0.037640147,0.0780393,-0.0028322777,0.27184933,-0.066942915,0.37135372,0.043508247,-0.19672115,g,0
53,0.6647952,0.5844099,0.12814054,0.3198081,-0.551468,-0.793234,-0.97496146,-0.16833766,0.24771221,0.20453294,0.79194474,1.0642228,-0.3180938,1.3174698,-0.39589557,0.045976404,-0.013689775,0.060557,-0.2105715,0.45150265,0.5659136,1.0812527,0.24746089,0.109872065,-0.22203842,-0.2611237,-0.0060242023,-0.131794,0.9898151,-0.47977686,0.9388756,0.22866169,-0.017737834,b,0
54,0.37885678,0.43380278,-0.34917986,0.3998753,-0.2944631,-0.34312683,-0.2896952,-0.23027633,0.3011223,0.6519374,0.47982585,0.8534388,-0.43735084,1.1159236,-0.2949109,-0.093878075,-0.059985783,-0.22324426,-0.2448817,0.04359293,0.04707147,0.95353097,-0.041995246,0.174696,-0.17718503,-0.05226011,0.33629152,-0.064754635,0.9148613,-0.6431959,1.2166336,0.06917832,-0.18217993,b,0
55,0.24853545,0.3471693,-0.23808105,0.42971435,-0.1679412,-0.22003064,-0.102398016,0.022776017,0.022442466,0.20972736,0.37396944,0.82625616,-0.23503113,0.45491692,-0.32360497,0.15418929,-0.094761446,0.10025568,-0.3579517,0.1814251,-0.16276215,0.7185225,0.101388335,-0.10799396,0.0920062,-0.013149163,0.15063207,0.18540603,0.30506504,0.04233993,0.47911748,0.100571625,-0.020795409,g,0
56,0.828451,0.51420105,-0.17524162,0.57460445,-0.5223269,-1.4503679,-0.9799561,0.10924835,0.2643913,0.38708472,1.2472031,1.04889,-0.23107404,1.7350065,0.058887333,-0.023902634,-0.100237265,0.12217055,-0.7500318,0.90342677,0.9500051,0.9864199,0.84734696,0.42761925,0.16529721,-0.6749597,0.03833463,-0.58102167,1.0896513,-0.6789333,1.1434054,-0.20918472,-0.22511645,g,0
57,1.1126807,0.7895006,-0.43291962,0.6716901,-0.001143693,-0.72519064,-0.0848721,-0.20637284,-0.19247584,0.33435762,0.7919123,1.0397118,-0.16406459,1.3416343,0.030505396,0.40290117,-0.2601286,0.20501323,-0.7752402,0.78004575,0.65465486,0.77788717,0.4505991,0.10767273,-0.047660857,-0.2788054,0.23015386,-0.54567003,0.60918945,-0.33945432,1.1351517,-0.084039226,-0.2256667,g,0
58,0.47705987,0.09292165,-0.4593379,0.50215185,-0.42858872,-0.34194162,-0.2761913,0.23722367,0.10257226,0.54568696,0.7567124,0.7205728,-0.09340342,0.8676719,-0.16843215,-0.20285219,-0.06501797,0.18706812,-0.4560744,0.5148386,0.40479547,0.60352844,0.47080317,0.1397838,0.1276724,-0.38309255,0.094346285,0.030464444,0.80959225,-0.3704313,0.5247811,-0.0695843,-0.14007115,g,0
59,0.9321929,0.57490426,-0.551869,0.1376739,-0.26902044,-0.561902,-0.7624761,-0.27088848,0.52534854,0.46976805,0.8542478,1.098566,-0.4830754,1.5083762,-0.87387455,0.17009999,0.38115555,0.17001998,-0.24329136,0.88016117,0.6944709,1.3563844,-0.13941549,-0.30088878,0.042394377,-0.3695102,0.27022532,0.08285779,1.3462819,-0.9206594,1.2335255,0.28199053,0.23836726,b,0
60,0.98613054,0.41010186,-0.47027686,0.32405198,-0.6460907,-0.3298576,-0.7295839,-0.049238704,0.22563173,0.42606366,0.7072466,1.0981455,-0.42301154,1.238115,-0.45901227,0.27985048,0.08884394,-0.15823534,-0.37881148,0.46893367,0.027913652,1.0524085,0.12907548,0.11691658,-0.028560178,-0.12691888,-0.028023645,-0.04242132,1.0203818,-0.70037484,1.4022009,0.1686694,-0.24503155,b,0
61,1.4746363,0.5024638,0.22101657,0.26804954,-0.4383427,-0.9223793,-0.6452479,0.35118774,0.07544419,0.33677968,1.4149497,1.011401,-0.58306867,1.7352446,-0.9675535,0.088618785,0.33955297,0.66266835,-0.7673507,1.1246986,0.45673198,1.2645955,0.57302666,-0.39662284,-0.19404438,-0.39484838,0.3072217,0.88765806,0.84281564,-0.22676593,0.63672286,-0.021518018,0.329445,b,0
62,0.58173347,0.29705894,-0.13595729,0.13167161,-0.091389276,-0.29274762,-0.29516584,0.08215455,0.1387281,0.06479293,0.35843432,0.5970117,-0.34197187,0.7102891,-0.22317934,0.22817364,0.14709382,0.19289993,-0.035073232,0.4551464,0.24919213,0.7263568,0.09609108,-0.063026294,-0.07552565,-0.15314852,0.07808987,-0.023889378,0.4576248,-0.16904235,0.5136172,0.05823914,0.015495436,g,0
