distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
0.166666667,77,29,8.5,0,10.0,64,3.0,29.82,23551
0.067708333,77,29,8.5,0,10.0,49,5.0,29.78,27963
0.302083333,77,29,8.5,0,10.0,19,22.0,29.75,14980
0.536458333,77,29,8.5,0,10.0,51,15.0,29.76,423
0.770833333,77,29,8.5,0,10.0,37,8.0,29.79,0
0.870925684,75,30,8.6,1,10.0,57,6.0,29.78,0
0.636245111,75,30,8.6,1,10.0,73,3.0,29.78,0
0.4015645370000001,75,30,8.6,1,10.0,52,3.0,29.81,4562
0.166883963,75,30,8.6,1,10.0,66,3.0,29.82,22761
0.06779661,75,30,8.6,0,10.0,29,16.0,29.79,28193
0.302477184,75,30,8.6,0,10.0,39,18.0,29.75,14835
0.537157757,75,30,8.6,0,10.0,57,14.0,29.74,375
0.771838331,75,30,8.6,0,10.0,65,8.0,29.76,0
0.8730366490000001,62,29,14.9,1,10.0,81,8.0,29.76,0
0.637434555,62,29,14.9,1,10.0,87,7.0,29.74,0
0.40183246100000003,62,29,14.9,1,10.0,84,8.0,29.76,2963
0.166230366,62,29,14.9,1,10.0,68,14.0,29.77,24553
0.069371728,62,29,14.9,1,10.0,61,22.0,29.73,29986
0.304973822,62,29,14.9,1,10.0,70,25.0,29.71,15403
0.540575916,62,29,14.9,1,10.0,87,22.0,29.73,379
0.77617801,62,29,14.9,1,10.0,90,13.0,29.75,0
0.8753280840000001,64,31,5.8,3,10.0,90,7.0,29.76,0
0.639107612,64,31,5.8,4,10.0,87,5.0,29.75,0
0.402887139,64,31,5.8,4,9.0,87,0.0,29.77,249
0.166666667,64,31,5.8,1,9.0,73,5.0,29.78,9910
0.069553806,64,31,5.8,1,10.0,59,10.0,29.75,28515
0.305774278,64,31,5.8,1,10.0,61,14.0,29.7,17490
0.541994751,64,31,5.8,1,10.0,73,6.0,29.72,773
0.778215223,64,31,5.8,1,10.0,87,6.0,29.75,0
0.8787878790000001,63,21,10.5,3,10.0,84,7.0,29.76,0
0.6416337289999999,63,21,10.5,3,10.0,78,7.0,29.75,0
0.40447957799999995,63,21,10.5,4,10.0,81,8.0,29.78,65
0.167325428,63,21,10.5,4,10.0,73,5.0,29.8,5219
0.069828722,63,21,10.5,1,10.0,63,15.0,29.76,10789
0.306982872,63,21,10.5,1,10.0,68,20.0,29.74,5208
0.544137022,63,21,10.5,1,10.0,78,7.0,29.74,60
0.781291173,63,21,10.5,3,10.0,81,13.0,29.76,0
0.880952381,64,28,9.7,3,10.0,81,7.0,29.76,0
0.642857143,64,28,9.7,4,10.0,81,7.0,29.77,0
0.404761905,64,28,9.7,4,10.0,78,7.0,29.8,1346
0.166666667,64,28,9.7,3,10.0,68,3.0,29.84,18380
0.071428571,64,28,9.7,1,10.0,59,16.0,29.81,28891
0.30952381,64,28,9.7,1,10.0,63,18.0,29.8,14687
0.5476190479999999,64,28,9.7,1,10.0,81,15.0,29.82,345
0.7857142859999999,64,28,9.7,1,10.0,84,8.0,29.85,0
0.883289125,61,29,11.4,2,10.0,87,10.0,29.85,0
0.644562334,61,29,11.4,4,10.0,87,3.0,29.85,0
0.405835544,61,29,11.4,4,8.0,84,3.0,29.87,292
0.167108753,61,29,11.4,2,10.0,73,3.0,29.87,10767
0.071618037,61,29,11.4,1,10.0,68,21.0,29.84,27641
0.310344828,61,29,11.4,1,10.0,75,23.0,29.81,13835
0.5490716179999999,61,29,11.4,1,10.0,87,18.0,29.83,145
0.787798408,61,29,11.4,1,10.0,87,10.0,29.86,0
0.8868175770000001,60,28,11.7,3,10.0,90,13.0,29.87,0
0.64713715,60,28,11.7,3,10.0,83,8.0,29.87,0
0.407456724,60,28,11.7,4,10.0,86,5.0,29.9,229
0.16777629800000002,60,28,11.7,4,9.0,81,7.0,29.93,4349
0.071904128,60,28,11.7,1,10.0,68,16.0,29.88,19126
0.31158455399999996,60,28,11.7,1,10.0,73,21.0,29.85,14692
0.55126498,60,28,11.7,3,10.0,80,13.0,29.88,436
0.790945406,60,28,11.7,3,10.0,86,9.0,29.9,0
0.8866666670000001,61,29,9.0,3,10.0,80,8.0,29.9,0
0.6466666670000001,61,29,9.0,4,10.0,80,6.0,29.87,0
0.40666666700000004,61,29,9.0,4,10.0,83,5.0,29.9,408
0.166666667,61,29,9.0,4,10.0,72,3.0,29.93,11376
0.073333333,61,29,9.0,2,10.0,61,16.0,29.89,28611
0.313333333,61,29,9.0,2,10.0,65,17.0,29.86,14587
0.553333333,61,29,9.0,1,10.0,81,14.0,29.89,239
0.793333333,61,29,9.0,1,10.0,83,7.0,29.93,0
0.890227577,62,29,10.1,4,10.0,83,5.0,29.94,0
0.649263722,62,29,10.1,4,10.0,87,3.0,29.94,0
0.408299866,62,29,10.1,4,10.0,84,5.0,29.97,250
0.167336011,62,29,10.1,3,9.0,73,7.0,30.0,15149
0.073627845,62,29,10.1,1,10.0,63,15.0,29.96,28581
0.3145917,62,29,10.1,1,10.0,68,21.0,29.94,13787
0.5555555560000001,62,29,10.1,1,10.0,78,18.0,29.97,218
0.7965194109999999,62,29,10.1,1,10.0,83,13.0,29.99,0
0.89261745,60,28,12.6,3,10.0,86,9.0,29.99,0
0.651006711,60,28,12.6,4,10.0,87,7.0,29.97,0
0.40939597299999997,60,28,12.6,4,7.0,90,7.0,30.01,413
0.167785235,60,28,12.6,3,7.0,78,5.0,30.01,17412
0.073825503,60,28,12.6,1,10.0,63,16.0,29.95,28239
0.315436242,60,28,12.6,1,10.0,70,22.0,29.92,13397
0.55704698,60,28,12.6,1,10.0,83,18.0,29.94,193
0.798657718,60,28,12.6,1,10.0,90,13.0,29.96,0
0.894878706,59,28,12.7,2,10.0,90,11.0,29.97,0
0.652291105,59,28,12.7,3,10.0,83,9.0,29.96,0
0.409703504,59,28,12.7,4,9.0,83,9.0,29.97,685
0.167115903,59,28,12.7,3,10.0,72,7.0,29.98,16170
0.075471698,59,28,12.7,1,10.0,63,21.0,29.94,28148
0.31805929899999996,59,28,12.7,2,10.0,67,20.0,29.92,13455
0.5606469000000001,59,28,12.7,1,10.0,80,14.0,29.95,198
0.8032345009999999,59,28,12.7,2,10.0,78,11.0,29.99,0
0.897297297,62,24,9.6,4,10.0,75,10.0,30.0,0
0.6540540539999999,62,24,9.6,4,10.0,72,7.0,29.99,0
0.410810811,62,24,9.6,4,10.0,70,3.0,30.03,332
0.167567568,62,24,9.6,4,10.0,63,10.0,30.07,5866
0.075675676,62,24,9.6,2,10.0,52,10.0,30.04,22094
0.31891891899999997,62,24,9.6,0,10.0,54,17.0,30.01,13893
0.562162162,62,24,9.6,0,10.0,70,9.0,30.0,154
0.805405405,62,24,9.6,0,10.0,72,6.0,30.01,0
0.9009497959999999,60,26,7.9,1,10.0,78,6.0,30.01,0
0.656716418,60,26,7.9,1,10.0,86,0.0,29.99,0
0.412483039,60,26,7.9,1,10.0,83,0.0,30.02,4342
0.16824966100000002,60,26,7.9,1,10.0,56,10.0,30.05,24175
0.07598371799999999,60,26,7.9,0,10.0,49,15.0,30.02,29378
0.32021709600000003,60,26,7.9,0,10.0,51,15.0,29.98,13686
0.564450475,60,26,7.9,1,10.0,65,8.0,29.96,112
0.808683853,60,26,7.9,0,10.0,67,6.0,29.98,0
0.902040816,63,21,7.3,1,10.0,78,3.0,29.99,0
0.6571428570000001,63,21,7.3,1,10.0,80,5.0,29.98,0
0.41224489799999997,63,21,7.3,1,10.0,80,3.0,29.99,4232
0.167346939,63,21,7.3,1,10.0,63,9.0,30.0,22783
0.07755102,63,21,7.3,3,10.0,61,9.0,29.98,24479
0.32244898,63,21,7.3,4,10.0,63,10.0,29.97,1628
0.567346939,63,21,7.3,4,10.0,81,11.0,29.98,0
0.812244898,63,21,7.3,3,10.0,81,6.0,29.99,0
0.904502046,65,28,10.3,4,10.0,87,8.0,30.01,0
0.65893588,65,28,10.3,4,10.0,90,8.0,30.01,0
0.413369714,65,28,10.3,4,10.0,84,6.0,30.03,650
0.167803547,65,28,10.3,4,10.0,70,9.0,30.05,9141
0.077762619,65,28,10.3,2,10.0,63,11.0,30.03,25527
0.32332878600000003,65,28,10.3,3,10.0,75,15.0,30.01,12847
0.5688949520000001,65,28,10.3,4,10.0,87,14.0,30.0,122
0.8144611190000001,65,28,10.3,3,10.0,87,15.0,30.0,0
0.906849315,63,27,14.4,3,10.0,87,8.0,29.97,0
0.660273973,63,27,14.4,3,10.0,81,13.0,29.96,0
0.41369863,63,27,14.4,4,10.0,84,8.0,29.98,997
0.167123288,63,27,14.4,2,10.0,70,10.0,29.99,12786
0.079452055,63,27,14.4,2,10.0,65,20.0,29.97,28277
0.326027397,63,27,14.4,2,10.0,70,24.0,29.96,12816
0.57260274,63,27,14.4,1,10.0,78,16.0,29.94,81
0.8191780820000001,63,27,14.4,1,10.0,84,11.0,29.96,0
0.909340659,66,29,7.3,1,10.0,87,0.0,29.96,0
0.6620879120000001,66,29,7.3,0,10.0,86,3.0,29.95,0
0.414835165,66,29,7.3,1,10.0,81,0.0,30.0,4026
0.167582418,66,29,7.3,1,10.0,70,5.0,30.02,23081
0.07967033,66,29,7.3,1,10.0,34,16.0,29.99,27284
0.326923077,66,29,7.3,0,10.0,48,17.0,29.96,12287
0.574175824,66,29,7.3,1,10.0,70,16.0,29.95,79
0.8214285709999999,66,29,7.3,0,10.0,78,8.0,29.97,0
0.913103448,69,29,8.7,0,10.0,81,6.0,29.97,0
0.664827586,69,29,8.7,0,10.0,75,3.0,29.96,0
0.416551724,69,29,8.7,1,9.0,84,3.0,29.98,3974
0.168275862,69,29,8.7,0,9.0,73,5.0,29.99,23119
0.08,69,29,8.7,0,10.0,66,6.0,29.94,26858
0.328275862,69,29,8.7,0,10.0,37,21.0,29.9,12109
0.576551724,69,29,8.7,0,10.0,56,18.0,29.91,65
0.824827586,69,29,8.7,0,10.0,75,11.0,29.94,0
0.9142461959999999,66,29,10.1,0,10.0,84,3.0,29.94,0
0.665283541,66,29,10.1,0,10.0,90,5.0,29.92,0
0.416320885,66,29,10.1,1,9.0,90,5.0,29.94,3749
0.16735823,66,29,10.1,1,10.0,66,3.0,29.95,22695
0.081604426,66,29,10.1,1,10.0,51,13.0,29.92,27114
0.330567082,66,29,10.1,1,10.0,49,16.0,29.89,12017
0.579529737,66,29,10.1,1,10.0,56,16.0,29.89,59
0.828492393,66,29,10.1,0,10.0,62,11.0,29.92,0
0.918055556,67,29,9.3,0,10.0,67,3.0,29.91,0
0.668055556,67,29,9.3,0,10.0,80,6.0,29.9,0
0.418055556,67,29,9.3,2,10.0,70,0.0,29.93,3894
0.16805555600000002,67,29,9.3,2,10.0,63,7.0,29.95,23066
0.081944444,67,29,9.3,2,10.0,47,15.0,29.91,27072
0.331944444,67,29,9.3,2,10.0,57,21.0,29.88,11864
0.581944444,67,29,9.3,1,10.0,70,11.0,29.89,51
0.831944444,67,29,9.3,0,10.0,81,8.0,29.91,0
0.919332406,66,29,10.7,0,10.0,81,6.0,29.91,0
0.668984701,66,29,10.7,0,9.0,87,7.0,29.9,0
0.41863699600000004,66,29,10.7,2,9.0,84,6.0,29.93,3661
0.168289291,66,29,10.7,1,10.0,68,6.0,29.95,22534
0.08205841400000001,66,29,10.7,1,10.0,50,13.0,29.91,26744
0.33240612,66,29,10.7,1,10.0,68,18.0,29.9,11627
0.582753825,66,29,10.7,1,10.0,90,15.0,29.92,43
0.83310153,66,29,10.7,1,10.0,90,10.0,29.94,0
0.9217877090000001,66,29,9.1,1,10.0,90,10.0,29.95,0
0.670391061,66,29,9.1,1,10.0,93,3.0,29.93,0
0.41899441299999995,66,29,9.1,1,10.0,93,6.0,29.95,3615
0.167597765,66,29,9.1,0,10.0,73,3.0,29.95,22037
0.083798883,66,29,9.1,1,10.0,56,6.0,29.9,26026
0.335195531,66,29,9.1,1,10.0,59,20.0,29.85,1728
0.5865921789999999,66,29,9.1,0,10.0,73,15.0,29.89,0
0.837988827,66,29,9.1,1,10.0,81,5.0,29.92,0
0.925666199,61,30,12.3,1,10.0,90,13.0,29.92,0
0.6732117809999999,61,30,12.3,1,10.0,93,8.0,29.91,0
0.420757363,61,30,12.3,1,10.0,93,8.0,29.94,2406
0.168302945,61,30,12.3,1,10.0,65,9.0,29.94,22113
0.084151473,61,30,12.3,1,10.0,63,20.0,29.9,26823
0.336605891,61,30,12.3,1,10.0,70,21.0,29.89,10798
0.589060309,61,30,12.3,1,10.0,87,11.0,29.93,0
0.8415147270000001,61,30,12.3,2,10.0,90,11.0,29.96,0
0.9282700420000001,62,28,8.4,4,10.0,90,8.0,29.97,0
0.675105485,62,28,8.4,4,10.0,87,6.0,29.96,0
0.421940928,62,28,8.4,4,10.0,87,6.0,29.96,373
0.168776371,62,28,8.4,3,10.0,75,5.0,29.98,13921
0.08438818599999999,62,28,8.4,2,10.0,63,15.0,29.94,26393
0.337552743,62,28,8.4,2,10.0,68,15.0,29.95,11093
0.5907173000000001,62,28,8.4,2,10.0,75,11.0,29.96,47
0.8438818570000001,62,28,8.4,0,10.0,81,8.0,29.97,0
0.93079096,65,29,6.9,0,10.0,81,5.0,29.98,0
0.676553672,65,29,6.9,1,10.0,87,5.0,29.99,0
0.422316384,65,29,6.9,2,10.0,83,0.0,30.04,3110
0.168079096,65,29,6.9,2,10.0,70,3.0,30.05,21023
0.086158192,65,29,6.9,2,10.0,50,9.0,30.01,25702
0.34039548,65,29,6.9,2,10.0,53,18.0,29.97,10972
0.594632768,65,29,6.9,1,10.0,68,15.0,29.99,0
0.848870056,65,29,6.9,1,10.0,67,0.0,30.01,0
0.933427762,66,29,7.8,1,10.0,67,0.0,30.0,0
0.678470255,66,29,7.8,1,10.0,78,5.0,29.99,0
0.423512748,66,29,7.8,2,10.0,75,0.0,29.98,3715
0.16855524100000002,66,29,7.8,3,10.0,71,3.0,29.98,18312
0.08640226599999999,66,29,7.8,3,10.0,50,22.0,29.95,19583
0.341359773,66,29,7.8,3,10.0,59,16.0,29.92,6135
0.59631728,66,29,7.8,3,10.0,81,8.0,29.96,178
0.851274788,66,29,7.8,3,10.0,84,9.0,29.95,0
0.937411095,67,27,9.5,3,10.0,84,10.0,29.94,0
0.6813655759999999,67,27,9.5,4,10.0,87,6.0,29.92,0
0.42532005700000003,67,27,9.5,4,10.0,81,0.0,29.96,53
0.169274538,67,27,9.5,3,10.0,73,6.0,29.98,7496
0.086770982,67,27,9.5,3,10.0,62,17.0,29.97,19260
0.342816501,67,27,9.5,3,10.0,76,9.0,29.92,4961
0.59886202,67,27,9.5,3,10.0,87,13.0,29.91,0
0.854907539,67,27,9.5,2,10.0,90,16.0,29.92,0
0.9400855920000001,65,19,8.5,4,10.0,90,7.0,29.91,0
0.6833095579999999,65,19,8.5,3,10.0,87,8.0,29.86,0
0.426533524,65,19,8.5,3,10.0,84,5.0,29.87,1093
0.16975748899999998,65,19,8.5,3,10.0,73,3.0,29.87,11844
0.087018545,65,19,8.5,3,10.0,63,0.0,29.83,11357
0.343794579,65,19,8.5,4,10.0,65,9.0,29.77,3375
0.6005706129999999,65,19,8.5,4,10.0,70,14.0,29.76,0
0.8573466479999999,65,19,8.5,4,3.0,90,13.0,29.75,0
0.9413447779999999,64,26,14.4,4,9.0,93,15.0,29.73,0
0.6838340490000001,64,26,14.4,4,7.0,90,17.0,29.75,0
0.426323319,64,26,14.4,4,8.0,90,8.0,29.79,1653
0.16881258899999999,64,26,14.4,3,10.0,81,13.0,29.84,5957
0.08869814,64,26,14.4,2,10.0,66,16.0,29.86,21177
0.34620887,64,26,14.4,2,10.0,70,15.0,29.88,9729
0.6037195989999999,64,26,14.4,1,10.0,81,14.0,29.91,0
0.8612303290000001,64,26,14.4,2,10.0,84,18.0,29.95,0
0.9440459109999999,65,28,11.1,1,10.0,81,15.0,29.96,0
0.68579627,65,28,11.1,1,10.0,84,10.0,29.96,0
0.427546628,65,28,11.1,2,10.0,81,8.0,29.99,2198
0.16929698699999998,65,28,11.1,3,10.0,57,7.0,30.01,20493
0.088952654,65,28,11.1,3,10.0,55,15.0,30.0,18931
0.347202296,65,28,11.1,3,10.0,61,11.0,29.99,11566
0.605451937,65,28,11.1,1,10.0,81,15.0,30.01,0
0.863701578,65,28,11.1,2,10.0,87,14.0,30.03,0
0.9481268009999999,66,28,10.5,4,10.0,93,7.0,30.04,0
0.688760807,66,28,10.5,4,10.0,90,0.0,30.05,0
0.429394813,66,28,10.5,4,9.0,84,5.0,30.07,532
0.170028818,66,28,10.5,1,9.0,73,5.0,30.1,22044
0.08933717599999999,66,28,10.5,0,10.0,59,3.0,30.05,27732
0.34870317,66,28,10.5,1,10.0,70,22.0,30.05,11398
0.608069164,66,28,10.5,1,10.0,93,22.0,30.07,0
0.867435159,66,28,10.5,3,10.0,93,21.0,30.1,0
0.949421965,65,28,10.2,2,10.0,93,14.0,30.12,0
0.689306358,65,28,10.2,1,10.0,96,7.0,30.12,0
0.42919075100000004,65,28,10.2,3,10.0,96,0.0,30.16,0
0.169075145,65,28,10.2,2,7.0,81,3.0,30.17,15458
0.09104046199999999,65,28,10.2,0,9.0,71,3.0,30.11,27357
0.35115606899999996,65,28,10.2,0,10.0,55,22.0,30.07,10975
0.611271676,65,28,10.2,0,10.0,73,16.0,30.06,0
0.871387283,65,28,10.2,0,10.0,81,11.0,30.05,0
0.953555878,66,27,12.6,0,10.0,84,7.0,30.03,0
0.692307692,66,27,12.6,1,10.0,83,0.0,30.01,0
0.431059507,66,27,12.6,0,9.0,90,3.0,30.02,3816
0.16981132100000002,66,27,12.6,0,9.0,76,3.0,30.01,23843
0.091436865,66,27,12.6,0,10.0,55,24.0,29.95,27645
0.352685051,66,27,12.6,1,10.0,61,25.0,29.92,11063
0.613933237,66,27,12.6,0,10.0,72,9.0,29.9,0
0.875181422,66,27,12.6,0,10.0,78,23.0,29.91,0
0.956331878,62,27,14.6,0,10.0,83,15.0,29.91,0
0.6943231440000001,62,27,14.6,0,10.0,80,13.0,29.92,0
0.43231441,62,27,14.6,1,10.0,75,9.0,29.96,3837
0.170305677,62,27,14.6,0,10.0,47,5.0,30.0,24973
0.09170305699999999,62,27,14.6,0,10.0,36,16.0,29.97,28183
0.35371179,62,27,14.6,0,10.0,50,26.0,29.94,10894
0.615720524,62,27,14.6,0,10.0,67,20.0,29.95,0
0.877729258,62,27,14.6,0,10.0,67,11.0,29.97,0
0.9591240879999999,57,29,17.6,0,10.0,69,16.0,29.98,0
0.696350365,57,29,17.6,0,10.0,69,11.0,29.98,0
0.433576642,57,29,17.6,1,10.0,59,13.0,29.99,3755
0.17080292,57,29,17.6,1,10.0,42,17.0,30.0,25334
0.091970803,57,29,17.6,1,10.0,46,26.0,29.94,29016
0.354744526,57,29,17.6,2,10.0,46,29.0,29.91,10179
0.617518248,57,29,17.6,0,10.0,64,18.0,29.92,0
0.8802919709999999,57,29,17.6,0,10.0,46,13.0,29.93,0
0.9618768329999999,61,31,14.6,0,10.0,32,14.0,29.92,0
0.697947214,61,31,14.6,0,10.0,36,14.0,29.93,0
0.434017595,61,31,14.6,0,10.0,34,10.0,29.97,0
0.170087977,61,31,14.6,0,10.0,34,20.0,29.98,0
0.09384164199999999,61,31,14.6,1,10.0,28,20.0,29.96,0
0.357771261,61,31,14.6,0,10.0,35,21.0,29.95,0
0.62170088,61,31,14.6,0,10.0,42,10.0,30.0,0
0.885630499,61,31,14.6,0,10.0,25,9.0,30.04,0
0.9647058820000001,63,32,13.4,0,10.0,39,15.0,30.09,0
0.7,63,32,13.4,0,10.0,41,13.0,30.1,0
0.43529411799999995,63,32,13.4,0,10.0,34,9.0,30.15,0
0.170588235,63,32,13.4,0,10.0,29,20.0,30.17,0
0.094117647,63,32,13.4,0,10.0,25,14.0,30.15,0
0.358823529,63,32,13.4,0,10.0,29,17.0,30.13,10727
0.623529412,63,32,13.4,0,10.0,46,11.0,30.16,0
0.888235294,63,32,13.4,1,10.0,27,7.0,30.19,0
0.9689807979999999,64,28,6.4,1,10.0,21,0.0,30.21,0
0.70310192,64,28,6.4,0,10.0,49,5.0,30.22,0
0.437223043,64,28,6.4,0,10.0,49,0.0,30.26,3687
0.171344165,64,28,6.4,0,10.0,21,0.0,30.27,23961
0.09453471199999999,64,28,6.4,0,10.0,14,5.0,30.22,27438
0.360413589,64,28,6.4,0,10.0,18,18.0,30.19,10116
0.6262924670000001,64,28,6.4,0,10.0,26,13.0,30.2,0
0.8921713440000001,64,28,6.4,0,10.0,62,7.0,30.2,0
0.971851852,65,29,4.9,0,10.0,75,0.0,30.18,0
0.705185185,65,29,4.9,0,10.0,61,3.0,30.16,0
0.438518519,65,29,4.9,0,10.0,75,0.0,30.18,3473
0.171851852,65,29,4.9,0,10.0,63,5.0,30.18,22832
0.094814815,65,29,4.9,0,10.0,36,0.0,30.1,26285
0.361481481,65,29,4.9,1,10.0,31,14.0,30.05,9756
0.628148148,65,29,4.9,0,10.0,40,14.0,30.03,0
0.894814815,65,29,4.9,0,10.0,72,9.0,30.04,0
0.974702381,68,29,6.4,0,10.0,75,7.0,30.04,0
0.706845238,68,29,6.4,0,10.0,66,3.0,30.04,0
0.438988095,68,29,6.4,0,10.0,80,3.0,30.06,3359
0.171130952,68,29,6.4,0,10.0,65,6.0,30.08,7478
0.09672619,68,29,6.4,1,10.0,40,0.0,30.03,21210
0.36458333299999995,68,29,6.4,1,10.0,34,18.0,30.0,9209
0.632440476,68,29,6.4,1,10.0,58,11.0,30.01,0
0.900297619,68,29,6.4,0,10.0,70,7.0,30.03,0
0.97761194,69,29,4.1,0,10.0,67,3.0,30.03,0
0.7089552240000001,69,29,4.1,0,10.0,64,3.0,30.03,0
0.440298507,69,29,4.1,1,10.0,72,0.0,30.06,3225
0.17164179100000002,69,29,4.1,0,10.0,70,3.0,30.08,21798
0.097014925,69,29,4.1,0,10.0,54,0.0,30.03,15159
0.365671642,69,29,4.1,0,10.0,24,15.0,30.0,9169
0.634328358,69,29,4.1,0,10.0,28,14.0,30.01,0
0.902985075,69,29,4.1,0,10.0,42,0.0,30.03,0
0.980538922,70,31,4.4,0,10.0,52,0.0,30.03,0
0.7110778440000001,70,31,4.4,1,10.0,69,0.0,30.03,0
0.441616766,70,31,4.4,2,10.0,81,0.0,30.05,2718
0.17215568899999995,70,31,4.4,3,10.0,66,3.0,30.06,20460
0.097305389,70,31,4.4,1,10.0,61,5.0,30.0,24427
0.36676646700000004,70,31,4.4,1,10.0,24,11.0,29.96,8399
0.636227545,70,31,4.4,0,10.0,35,9.0,29.97,0
0.905688623,70,31,4.4,0,10.0,48,3.0,29.99,0
0.984962406,59,29,10.3,1,10.0,62,10.0,29.99,0
0.7142857140000001,59,29,10.3,2,10.0,75,5.0,30.0,0
0.443609023,59,29,10.3,2,10.0,90,10.0,30.02,542
0.17293233100000002,59,29,10.3,2,10.0,68,6.0,30.07,13884
0.097744361,59,29,10.3,2,10.0,59,13.0,30.02,25929
0.36842105299999994,59,29,10.3,2,10.0,70,17.0,30.01,9282
0.639097744,59,29,10.3,2,10.0,83,11.0,30.03,0
0.909774436,59,29,10.3,2,10.0,83,8.0,30.06,0
0.986445783,56,27,11.5,3,10.0,83,0.0,30.05,0
0.715361446,56,27,11.5,4,10.0,83,7.0,30.05,0
0.444277108,56,27,11.5,4,10.0,83,3.0,30.08,385
0.17319277100000002,56,27,11.5,2,10.0,72,8.0,30.1,17121
0.097891566,56,27,11.5,2,10.0,72,21.0,30.05,25347
0.36897590399999997,56,27,11.5,3,10.0,83,18.0,30.05,7136
0.640060241,56,27,11.5,4,10.0,86,15.0,30.08,0
0.9111445779999999,56,27,11.5,4,10.0,83,10.0,30.1,0
0.987915408,58,27,13.3,3,10.0,83,14.0,30.12,0
0.716012085,58,27,13.3,4,10.0,80,14.0,30.13,0
0.444108761,58,27,13.3,3,10.0,80,9.0,30.17,1142
0.17220543800000002,58,27,13.3,1,10.0,67,11.0,30.2,21070
0.099697885,58,27,13.3,2,10.0,58,16.0,30.17,25392
0.37160120799999996,58,27,13.3,2,10.0,70,17.0,30.16,8283
0.643504532,58,27,13.3,2,10.0,80,15.0,30.17,0
0.915407855,58,27,13.3,1,10.0,90,8.0,30.18,0
0.992412747,64,28,4.0,0,10.0,86,3.0,30.17,0
0.7192716240000001,64,28,4.0,0,10.0,86,3.0,30.17,0
0.446130501,64,28,4.0,3,10.0,86,0.0,30.19,2581
0.172989378,64,28,4.0,1,10.0,75,0.0,30.2,21774
0.100151745,64,28,4.0,1,10.0,46,3.0,30.13,25064
0.37329286799999994,64,28,4.0,1,10.0,46,14.0,30.08,8524
0.646433991,64,28,4.0,0,10.0,45,13.0,30.07,0
0.919575114,64,28,4.0,0,10.0,65,3.0,30.08,0
0.99543379,68,14,2.7,0,10.0,62,0.0,30.08,0
0.7214611870000001,68,14,2.7,0,10.0,67,0.0,30.07,0
0.44748858399999997,68,14,2.7,0,10.0,34,8.0,30.08,2921
0.17351598199999999,68,14,2.7,0,10.0,21,7.0,30.09,21804
0.100456621,68,14,2.7,0,10.0,17,0.0,30.04,25219
0.374429224,68,14,2.7,0,10.0,21,0.0,30.02,8453
0.6484018260000001,68,14,2.7,0,10.0,28,0.0,30.03,0
0.9223744290000001,68,14,2.7,0,10.0,57,0.0,30.05,0
0.9984732820000001,69,31,4.3,0,10.0,58,0.0,30.05,0
